event_name,user_id,session_id,occurred_at,cohort,device,country,duration_ms
task_toggle,u_1602,1cc7f23e-eb67-43e1-b4cd-7daa521fa908,2026-04-26T10:20:18.966Z,cohort_A,desktop,CA,471
page_view,u_900,d599d506-eec9-4e7a-9072-c9eeb98a2bd0,2026-05-14T22:53:41.304Z,cohort_A,desktop,FR,
task_create_click,u_900,d599d506-eec9-4e7a-9072-c9eeb98a2bd0,2026-05-14T22:53:46.115Z,cohort_A,desktop,FR,
task_form_submit,u_900,d599d506-eec9-4e7a-9072-c9eeb98a2bd0,2026-05-14T22:53:50.742Z,cohort_A,desktop,FR,
task_toggle,u_900,d599d506-eec9-4e7a-9072-c9eeb98a2bd0,2026-05-14T22:53:50.805Z,cohort_A,desktop,FR,572
page_view,u_1049,3c218b43-6eeb-4313-8fcd-06b0c716d4bd,2026-05-03T16:57:05.529Z,cohort_A,mobile,FR,
task_create_click,u_1049,3c218b43-6eeb-4313-8fcd-06b0c716d4bd,2026-05-03T16:57:07.160Z,cohort_A,mobile,FR,
page_view,u_1838,d3a292b3-bba7-4721-a9a6-0911c6548599,2026-05-01T10:05:03.883Z,cohort_A,mobile,FR,
task_create_click,u_1838,d3a292b3-bba7-4721-a9a6-0911c6548599,2026-05-01T10:05:08.120Z,cohort_A,mobile,FR,
task_form_submit,u_1838,d3a292b3-bba7-4721-a9a6-0911c6548599,2026-05-01T10:05:09.811Z,cohort_A,mobile,FR,
task_toggle,u_1838,d3a292b3-bba7-4721-a9a6-0911c6548599,2026-05-01T10:05:17.212Z,cohort_A,mobile,FR,4
page_view,u_60,8ba6b6b0-bab0-4740-ab3f-f696a864676e,2026-04-22T16:13:11.762Z,cohort_B,desktop,FR,
task_create_click,u_60,8ba6b6b0-bab0-4740-ab3f-f696a864676e,2026-04-22T16:13:13.267Z,cohort_B,desktop,FR,
task_form_submit,u_60,8ba6b6b0-bab0-4740-ab3f-f696a864676e,2026-04-22T16:13:16.276Z,cohort_B,desktop,FR,
task_toggle,u_60,8ba6b6b0-bab0-4740-ab3f-f696a864676e,2026-04-22T16:13:15.524Z,cohort_B,desktop,FR,181
page_view,u_1020,77c7851c-5d43-4d58-8a8c-e9dc8356df22,2026-05-04T21:54:28.659Z,cohort_A,mobile,FR,
page_view,u_1869,dca0e559-d26a-4ce9-88ed-58223159564e,2026-04-21T10:16:28.242Z,cohort_B,desktop,BE,
task_create_click,u_1869,dca0e559-d26a-4ce9-88ed-58223159564e,2026-04-21T10:16:31.501Z,cohort_B,desktop,BE,
page_view,u_1315,d1859954-a522-4525-9dd0-845c6e44df6a,2026-04-30T13:43:13.180Z,cohort_B,desktop,BE,
task_create_click,u_1315,d1859954-a522-4525-9dd0-845c6e44df6a,2026-04-30T13:43:18.165Z,cohort_B,desktop,BE,
task_form_submit,u_1315,d1859954-a522-4525-9dd0-845c6e44df6a,2026-04-30T13:43:20.088Z,cohort_B,desktop,BE,
task_toggle,u_1315,d1859954-a522-4525-9dd0-845c6e44df6a,2026-04-30T13:43:24.118Z,cohort_B,desktop,BE,1009
page_view,u_136,ff0d622d-2d1e-459f-9e71-f416e172215b,2026-04-23T14:24:03.092Z,cohort_B,mobile,FR,
task_create_click,u_136,ff0d622d-2d1e-459f-9e71-f416e172215b,2026-04-23T14:24:05.196Z,cohort_B,mobile,FR,
page_view,u_595,ce1a6102-f08b-443b-b5c8-ec376a709cf1,2026-04-21T13:46:07.613Z,cohort_A,desktop,FR,
task_create_click,u_595,ce1a6102-f08b-443b-b5c8-ec376a709cf1,2026-04-21T13:46:10.172Z,cohort_A,desktop,FR,
task_form_submit,u_595,ce1a6102-f08b-443b-b5c8-ec376a709cf1,2026-04-21T13:46:16.903Z,cohort_A,desktop,FR,
task_toggle,u_595,ce1a6102-f08b-443b-b5c8-ec376a709cf1,2026-04-21T13:46:19.616Z,cohort_A,desktop,FR,1438
page_view,u_751,0ddea095-14d6-4f18-b334-544da9e00d7e,2026-04-27T09:25:54.066Z,cohort_B,mobile,US,
task_create_click,u_751,0ddea095-14d6-4f18-b334-544da9e00d7e,2026-04-27T09:25:57.503Z,cohort_B,mobile,US,
page_view,u_661,217fea64-ff0b-4116-81b2-2d59882c5d15,2026-04-20T10:31:30.291Z,cohort_B,mobile,FR,
task_create_click,u_661,217fea64-ff0b-4116-81b2-2d59882c5d15,2026-04-20T10:31:31.893Z,cohort_B,mobile,FR,
task_form_submit,u_661,217fea64-ff0b-4116-81b2-2d59882c5d15,2026-04-20T10:31:39.893Z,cohort_B,mobile,FR,
task_toggle,u_661,217fea64-ff0b-4116-81b2-2d59882c5d15,2026-04-20T10:31:35.823Z,cohort_B,mobile,FR,729
page_view,u_1366,6508a8fd-9859-48d7-8747-8b54077edc43,2026-04-29T09:25:10.289Z,cohort_A,desktop,BE,
task_create_click,u_1366,6508a8fd-9859-48d7-8747-8b54077edc43,2026-04-29T09:25:12.041Z,cohort_A,desktop,BE,
task_form_submit,u_1366,6508a8fd-9859-48d7-8747-8b54077edc43,2026-04-29T09:25:19.343Z,cohort_A,desktop,BE,
task_toggle,u_1366,6508a8fd-9859-48d7-8747-8b54077edc43,2026-04-29T09:25:20.729Z,cohort_A,desktop,BE,1510
page_view,u_1081,6f790412-4fdf-41bb-b656-916e12804eb0,2026-04-26T03:51:53.377Z,cohort_A,desktop,FR,
task_create_click,u_1081,6f790412-4fdf-41bb-b656-916e12804eb0,2026-04-26T03:51:56.119Z,cohort_A,desktop,FR,
task_form_submit,u_1081,6f790412-4fdf-41bb-b656-916e12804eb0,2026-04-26T03:51:57.449Z,cohort_A,desktop,FR,
task_toggle,u_1081,6f790412-4fdf-41bb-b656-916e12804eb0,2026-04-26T03:52:07.858Z,cohort_A,desktop,FR,1841
page_view,u_1015,d730e8ab-8668-4e50-870b-ee0c5bbb3806,2026-05-02T18:01:23.196Z,cohort_A,desktop,FR,
task_create_click,u_1015,d730e8ab-8668-4e50-870b-ee0c5bbb3806,2026-05-02T18:01:25.809Z,cohort_A,desktop,FR,
page_view,u_1001,1c1051d5-fb57-4798-9a5c-661ec9b95f8e,2026-04-28T09:02:55.797Z,cohort_A,desktop,BE,
task_create_click,u_1001,1c1051d5-fb57-4798-9a5c-661ec9b95f8e,2026-04-28T09:02:57.470Z,cohort_A,desktop,BE,
task_form_submit,u_1001,1c1051d5-fb57-4798-9a5c-661ec9b95f8e,2026-04-28T09:03:01.455Z,cohort_A,desktop,BE,
page_view,u_1206,071aace4-4082-4b6d-91a7-82f78dbab304,2026-04-24T10:03:50.523Z,cohort_B,mobile,FR,
task_create_click,u_1206,071aace4-4082-4b6d-91a7-82f78dbab304,2026-04-24T10:03:54.334Z,cohort_B,mobile,FR,
task_form_submit,u_1206,071aace4-4082-4b6d-91a7-82f78dbab304,2026-04-24T10:03:54.287Z,cohort_B,mobile,FR,
task_toggle,u_1206,071aace4-4082-4b6d-91a7-82f78dbab304,2026-04-24T10:03:59.343Z,cohort_B,mobile,FR,1503
page_view,u_1875,fd02d5e4-bd97-4d4a-a761-0aa632ae7338,2026-04-29T09:04:19.374Z,cohort_A,mobile,FR,
task_create_click,u_1875,fd02d5e4-bd97-4d4a-a761-0aa632ae7338,2026-04-29T09:04:20.454Z,cohort_A,mobile,FR,
task_form_submit,u_1875,fd02d5e4-bd97-4d4a-a761-0aa632ae7338,2026-04-29T09:04:28.282Z,cohort_A,mobile,FR,
page_view,u_713,a94e04c1-4a53-4a62-8a80-2fe52d240d3c,2026-05-15T02:44:54.745Z,cohort_A,desktop,CH,
task_create_click,u_713,a94e04c1-4a53-4a62-8a80-2fe52d240d3c,2026-05-15T02:44:55.789Z,cohort_A,desktop,CH,
task_form_submit,u_713,a94e04c1-4a53-4a62-8a80-2fe52d240d3c,2026-05-15T02:45:03.155Z,cohort_A,desktop,CH,
task_toggle,u_713,a94e04c1-4a53-4a62-8a80-2fe52d240d3c,2026-05-15T02:45:05.791Z,cohort_A,desktop,CH,195
page_view,u_1304,55a9a008-c10d-4e7e-a954-974fc2b4a507,2026-05-19T05:22:46.868Z,cohort_B,mobile,FR,
task_create_click,u_1304,55a9a008-c10d-4e7e-a954-974fc2b4a507,2026-05-19T05:22:50.365Z,cohort_B,mobile,FR,
task_form_submit,u_1304,55a9a008-c10d-4e7e-a954-974fc2b4a507,2026-05-19T05:22:50.380Z,cohort_B,mobile,FR,
task_toggle,u_1304,55a9a008-c10d-4e7e-a954-974fc2b4a507,2026-05-19T05:22:57.977Z,cohort_B,mobile,FR,402
page_view,u_1426,46b6aea2-4cb5-4833-873d-ddfb0eda3b5c,2026-04-26T07:00:25.831Z,cohort_A,mobile,FR,
task_create_click,u_1426,46b6aea2-4cb5-4833-873d-ddfb0eda3b5c,2026-04-26T07:00:29.995Z,cohort_A,mobile,FR,
task_form_submit,u_1426,46b6aea2-4cb5-4833-873d-ddfb0eda3b5c,2026-04-26T07:00:28.229Z,cohort_A,mobile,FR,
task_toggle,u_1426,46b6aea2-4cb5-4833-873d-ddfb0eda3b5c,2026-04-26T07:00:39.727Z,cohort_A,mobile,FR,1754
page_view,u_887,f037f8dd-bb9f-4352-9be2-6d93dd5329c0,2026-05-01T04:46:31.518Z,cohort_A,desktop,FR,
task_create_click,u_887,f037f8dd-bb9f-4352-9be2-6d93dd5329c0,2026-05-01T04:46:34.690Z,cohort_A,desktop,FR,
page_view,u_922,8a414ccb-7788-4181-a53a-1a71a29e8f00,2026-05-07T15:56:21.387Z,cohort_B,desktop,FR,
task_create_click,u_922,8a414ccb-7788-4181-a53a-1a71a29e8f00,2026-05-07T15:56:22.564Z,cohort_B,desktop,FR,
page_view,u_363,6066dd07-1513-42be-b2d6-08f672b799d7,2026-05-19T07:35:41.557Z,cohort_B,mobile,FR,
task_create_click,u_363,6066dd07-1513-42be-b2d6-08f672b799d7,2026-05-19T07:35:42.831Z,cohort_B,mobile,FR,
page_view,u_796,4ff569df-b1b9-42f4-8dd7-84cb285b2bca,2026-04-22T11:43:53.417Z,cohort_B,mobile,FR,
task_create_click,u_796,4ff569df-b1b9-42f4-8dd7-84cb285b2bca,2026-04-22T11:43:54.752Z,cohort_B,mobile,FR,
task_form_submit,u_796,4ff569df-b1b9-42f4-8dd7-84cb285b2bca,2026-04-22T11:43:59.685Z,cohort_B,mobile,FR,
page_view,u_128,fa926074-08fb-4309-ac5f-8dd610f1426f,2026-04-25T00:02:00.271Z,cohort_B,desktop,FR,
task_create_click,u_128,fa926074-08fb-4309-ac5f-8dd610f1426f,2026-04-25T00:02:01.346Z,cohort_B,desktop,FR,
task_form_submit,u_128,fa926074-08fb-4309-ac5f-8dd610f1426f,2026-04-25T00:02:04.007Z,cohort_B,desktop,FR,
task_toggle,u_128,fa926074-08fb-4309-ac5f-8dd610f1426f,2026-04-25T00:02:14.536Z,cohort_B,desktop,FR,1655
page_view,u_1682,1f170fc7-8630-4714-a659-df2c789fe419,2026-05-17T09:40:34.096Z,cohort_B,mobile,FR,
page_view,u_593,719a5963-9dd6-4b6c-8a5c-917b2165683f,2026-04-25T00:08:24.014Z,cohort_B,mobile,US,
task_create_click,u_593,719a5963-9dd6-4b6c-8a5c-917b2165683f,2026-04-25T00:08:27.228Z,cohort_B,mobile,US,
task_form_submit,u_593,719a5963-9dd6-4b6c-8a5c-917b2165683f,2026-04-25T00:08:30.266Z,cohort_B,mobile,US,
task_toggle,u_593,719a5963-9dd6-4b6c-8a5c-917b2165683f,2026-04-25T00:08:36.710Z,cohort_B,mobile,US,857
page_view,u_792,743071ea-b17d-4834-b5cf-c141ed1a9045,2026-04-26T18:55:11.544Z,cohort_A,desktop,CH,
task_create_click,u_792,743071ea-b17d-4834-b5cf-c141ed1a9045,2026-04-26T18:55:13.710Z,cohort_A,desktop,CH,
page_view,u_588,c13fd3d1-6815-478a-a49f-3ac4e7472faf,2026-04-29T11:13:47.334Z,cohort_A,desktop,US,
task_create_click,u_588,c13fd3d1-6815-478a-a49f-3ac4e7472faf,2026-04-29T11:13:49.232Z,cohort_A,desktop,US,
page_view,u_900,df214930-a498-4906-b6ec-98e7dd45b655,2026-04-29T07:10:42.126Z,cohort_A,desktop,FR,
task_create_click,u_900,df214930-a498-4906-b6ec-98e7dd45b655,2026-04-29T07:10:43.387Z,cohort_A,desktop,FR,
task_form_submit,u_900,df214930-a498-4906-b6ec-98e7dd45b655,2026-04-29T07:10:46.940Z,cohort_A,desktop,FR,
task_toggle,u_900,df214930-a498-4906-b6ec-98e7dd45b655,2026-04-29T07:10:45.531Z,cohort_A,desktop,FR,373
page_view,u_494,2febacf2-1b2b-4708-99c8-840d27a8352a,2026-05-15T21:36:56.990Z,cohort_B,mobile,FR,
task_create_click,u_494,2febacf2-1b2b-4708-99c8-840d27a8352a,2026-05-15T21:36:58.287Z,cohort_B,mobile,FR,
task_form_submit,u_494,2febacf2-1b2b-4708-99c8-840d27a8352a,2026-05-15T21:37:02.314Z,cohort_B,mobile,FR,
page_view,u_1899,8001c5a1-77b4-4958-afa0-2534a8548d77,2026-04-28T14:21:15.671Z,cohort_A,desktop,FR,
task_create_click,u_1899,8001c5a1-77b4-4958-afa0-2534a8548d77,2026-04-28T14:21:16.677Z,cohort_A,desktop,FR,
task_form_submit,u_1899,8001c5a1-77b4-4958-afa0-2534a8548d77,2026-04-28T14:21:24.145Z,cohort_A,desktop,FR,
task_toggle,u_1899,8001c5a1-77b4-4958-afa0-2534a8548d77,2026-04-28T14:21:19.739Z,cohort_A,desktop,FR,627
page_view,u_710,915c2994-2a11-4665-bfd2-7ebaf0d77746,2026-05-12T04:12:31.347Z,cohort_B,mobile,US,
task_create_click,u_710,915c2994-2a11-4665-bfd2-7ebaf0d77746,2026-05-12T04:12:34.511Z,cohort_B,mobile,US,
task_form_submit,u_710,915c2994-2a11-4665-bfd2-7ebaf0d77746,2026-05-12T04:12:41.023Z,cohort_B,mobile,US,
task_toggle,u_710,915c2994-2a11-4665-bfd2-7ebaf0d77746,2026-05-12T04:12:41.712Z,cohort_B,mobile,US,755
page_view,u_1208,339fe670-f1db-4858-a799-826b8efa8074,2026-05-13T01:30:00.954Z,cohort_A,mobile,FR,
task_create_click,u_1208,339fe670-f1db-4858-a799-826b8efa8074,2026-05-13T01:30:02.749Z,cohort_A,mobile,FR,
task_form_submit,u_1208,339fe670-f1db-4858-a799-826b8efa8074,2026-05-13T01:30:10.540Z,cohort_A,mobile,FR,
task_toggle,u_1208,339fe670-f1db-4858-a799-826b8efa8074,2026-05-13T01:30:12.390Z,cohort_A,mobile,FR,566
page_view,u_1001,7251d8ca-8433-43dc-ac2c-bc785f44888b,2026-04-27T20:25:22.900Z,cohort_B,mobile,FR,
task_create_click,u_1001,7251d8ca-8433-43dc-ac2c-bc785f44888b,2026-04-27T20:25:24.770Z,cohort_B,mobile,FR,
page_view,u_1400,2a7d047e-11d2-4be4-8086-55c90fed7343,2026-05-20T04:53:57.728Z,cohort_A,mobile,FR,
task_create_click,u_1400,2a7d047e-11d2-4be4-8086-55c90fed7343,2026-05-20T04:53:58.919Z,cohort_A,mobile,FR,
page_view,u_1414,0d6ab967-f502-4ed4-8b95-c66e9d042edf,2026-05-15T14:12:37.427Z,cohort_B,mobile,CH,
task_create_click,u_1414,0d6ab967-f502-4ed4-8b95-c66e9d042edf,2026-05-15T14:12:40.155Z,cohort_B,mobile,CH,
task_form_submit,u_1414,0d6ab967-f502-4ed4-8b95-c66e9d042edf,2026-05-15T14:12:42.347Z,cohort_B,mobile,CH,
page_view,u_1565,69c3c604-e88c-4bd3-abf9-fcc89e8fa419,2026-04-25T01:16:02.071Z,cohort_B,desktop,BE,
task_create_click,u_1565,69c3c604-e88c-4bd3-abf9-fcc89e8fa419,2026-04-25T01:16:04.767Z,cohort_B,desktop,BE,
task_form_submit,u_1565,69c3c604-e88c-4bd3-abf9-fcc89e8fa419,2026-04-25T01:16:06.007Z,cohort_B,desktop,BE,
page_view,u_1713,82eeffbf-7b47-4d6c-8048-ae93c8d62bf3,2026-04-30T06:03:22.487Z,cohort_A,desktop,BE,
task_create_click,u_1713,82eeffbf-7b47-4d6c-8048-ae93c8d62bf3,2026-04-30T06:03:23.992Z,cohort_A,desktop,BE,
task_form_submit,u_1713,82eeffbf-7b47-4d6c-8048-ae93c8d62bf3,2026-04-30T06:03:30.445Z,cohort_A,desktop,BE,
task_toggle,u_1713,82eeffbf-7b47-4d6c-8048-ae93c8d62bf3,2026-04-30T06:03:27.251Z,cohort_A,desktop,BE,5
page_view,u_1309,740c3f30-96b5-4492-b4ed-222abe35427c,2026-04-20T23:19:18.582Z,cohort_B,mobile,FR,
task_create_click,u_1309,740c3f30-96b5-4492-b4ed-222abe35427c,2026-04-20T23:19:22.303Z,cohort_B,mobile,FR,
page_view,u_1961,e704e404-331e-4b8f-aa37-766250ebfd93,2026-05-06T11:14:15.096Z,cohort_A,desktop,FR,
task_create_click,u_1961,e704e404-331e-4b8f-aa37-766250ebfd93,2026-05-06T11:14:19.530Z,cohort_A,desktop,FR,
task_form_submit,u_1961,e704e404-331e-4b8f-aa37-766250ebfd93,2026-05-06T11:14:23.390Z,cohort_A,desktop,FR,
task_toggle,u_1961,e704e404-331e-4b8f-aa37-766250ebfd93,2026-05-06T11:14:29.316Z,cohort_A,desktop,FR,63
page_view,u_1239,e4f043a5-7843-42d3-bf74-eb74d0c1ee8b,2026-04-26T11:33:35.101Z,cohort_B,mobile,BE,
task_create_click,u_1239,e4f043a5-7843-42d3-bf74-eb74d0c1ee8b,2026-04-26T11:33:38.253Z,cohort_B,mobile,BE,
page_view,u_301,78a00124-66eb-47c5-934e-e13f0c7313eb,2026-05-14T12:13:50.017Z,cohort_A,desktop,FR,
task_create_click,u_301,78a00124-66eb-47c5-934e-e13f0c7313eb,2026-05-14T12:13:54.361Z,cohort_A,desktop,FR,
page_view,u_1154,f1e8b301-0e82-4f8c-940e-0f0e14b59cd6,2026-05-18T18:12:54.381Z,cohort_B,desktop,FR,
task_create_click,u_1154,f1e8b301-0e82-4f8c-940e-0f0e14b59cd6,2026-05-18T18:12:58.926Z,cohort_B,desktop,FR,
page_view,u_1444,14c0ac84-1fdb-4c0b-a2e2-b4c292917a3f,2026-05-13T01:01:47.865Z,cohort_B,desktop,FR,
task_create_click,u_1444,14c0ac84-1fdb-4c0b-a2e2-b4c292917a3f,2026-05-13T01:01:49.064Z,cohort_B,desktop,FR,
task_form_submit,u_1444,14c0ac84-1fdb-4c0b-a2e2-b4c292917a3f,2026-05-13T01:01:50.487Z,cohort_B,desktop,FR,
page_view,u_1378,b9e3957b-3ffc-4a30-9d78-d7a8cfc34125,2026-04-20T18:35:59.001Z,cohort_A,mobile,CA,
task_create_click,u_1378,b9e3957b-3ffc-4a30-9d78-d7a8cfc34125,2026-04-20T18:36:02.554Z,cohort_A,mobile,CA,
page_view,u_440,c168214e-d3c5-4f10-990c-45e489b50ccd,2026-04-20T21:37:52.655Z,cohort_B,mobile,FR,
task_create_click,u_440,c168214e-d3c5-4f10-990c-45e489b50ccd,2026-04-20T21:37:56.068Z,cohort_B,mobile,FR,
page_view,u_1570,f85c7575-095d-4bec-9eb8-206660d79155,2026-05-20T09:17:42.367Z,cohort_B,desktop,FR,
task_create_click,u_1570,f85c7575-095d-4bec-9eb8-206660d79155,2026-05-20T09:17:44.666Z,cohort_B,desktop,FR,
task_form_submit,u_1570,f85c7575-095d-4bec-9eb8-206660d79155,2026-05-20T09:17:47.085Z,cohort_B,desktop,FR,
task_toggle,u_1570,f85c7575-095d-4bec-9eb8-206660d79155,2026-05-20T09:17:52.972Z,cohort_B,desktop,FR,1548
page_view,u_929,35171577-1224-495c-b2e7-2f91ee28657a,2026-05-03T09:54:34.586Z,cohort_A,mobile,CA,
task_create_click,u_929,35171577-1224-495c-b2e7-2f91ee28657a,2026-05-03T09:54:37.243Z,cohort_A,mobile,CA,
task_form_submit,u_929,35171577-1224-495c-b2e7-2f91ee28657a,2026-05-03T09:54:44.002Z,cohort_A,mobile,CA,
page_view,u_389,2c863af3-b32f-4b03-97a1-f982f0c1e1ce,2026-05-11T15:58:16.027Z,cohort_B,mobile,CH,
task_create_click,u_389,2c863af3-b32f-4b03-97a1-f982f0c1e1ce,2026-05-11T15:58:18.843Z,cohort_B,mobile,CH,
page_view,u_823,1e6b2b6c-838d-49bf-900b-a276142e0a7e,2026-04-22T14:02:16.429Z,cohort_A,desktop,US,
task_create_click,u_823,1e6b2b6c-838d-49bf-900b-a276142e0a7e,2026-04-22T14:02:20.634Z,cohort_A,desktop,US,
task_form_submit,u_823,1e6b2b6c-838d-49bf-900b-a276142e0a7e,2026-04-22T14:02:23.795Z,cohort_A,desktop,US,
page_view,u_920,3672b4ad-047c-44fd-9769-050e314dfe2f,2026-05-08T04:41:51.408Z,cohort_A,desktop,FR,
task_create_click,u_920,3672b4ad-047c-44fd-9769-050e314dfe2f,2026-05-08T04:41:53.798Z,cohort_A,desktop,FR,
page_view,u_923,bac45a62-11c7-473e-ae88-968b16a05a43,2026-04-27T01:15:48.720Z,cohort_B,mobile,FR,
task_create_click,u_923,bac45a62-11c7-473e-ae88-968b16a05a43,2026-04-27T01:15:49.943Z,cohort_B,mobile,FR,
task_form_submit,u_923,bac45a62-11c7-473e-ae88-968b16a05a43,2026-04-27T01:15:54.282Z,cohort_B,mobile,FR,
task_toggle,u_923,bac45a62-11c7-473e-ae88-968b16a05a43,2026-04-27T01:15:55.098Z,cohort_B,mobile,FR,559
page_view,u_143,7762a1f3-8a35-48c5-a1ac-8a0496a13cf2,2026-05-01T19:23:25.429Z,cohort_B,mobile,FR,
task_create_click,u_143,7762a1f3-8a35-48c5-a1ac-8a0496a13cf2,2026-05-01T19:23:26.598Z,cohort_B,mobile,FR,
page_view,u_911,4b60a8c2-8aec-4a16-98ea-b7f2d604f5d1,2026-05-05T11:39:13.723Z,cohort_A,mobile,FR,
task_create_click,u_911,4b60a8c2-8aec-4a16-98ea-b7f2d604f5d1,2026-05-05T11:39:16.143Z,cohort_A,mobile,FR,
task_form_submit,u_911,4b60a8c2-8aec-4a16-98ea-b7f2d604f5d1,2026-05-05T11:39:19.449Z,cohort_A,mobile,FR,
page_view,u_1035,e4b74da0-67e0-4aab-af1f-b742bc134efc,2026-04-24T06:35:26.235Z,cohort_B,mobile,US,
task_create_click,u_1035,e4b74da0-67e0-4aab-af1f-b742bc134efc,2026-04-24T06:35:28.369Z,cohort_B,mobile,US,
page_view,u_1779,dee68c5b-453b-490d-bd95-004f5e8b5dde,2026-05-05T22:03:27.538Z,cohort_B,mobile,FR,
task_create_click,u_1779,dee68c5b-453b-490d-bd95-004f5e8b5dde,2026-05-05T22:03:31.289Z,cohort_B,mobile,FR,
task_form_submit,u_1779,dee68c5b-453b-490d-bd95-004f5e8b5dde,2026-05-05T22:03:35.178Z,cohort_B,mobile,FR,
task_toggle,u_1779,dee68c5b-453b-490d-bd95-004f5e8b5dde,2026-05-05T22:03:39.298Z,cohort_B,mobile,FR,1420
page_view,u_1585,260cedb0-a582-468e-9a73-bb2006f9a594,2026-05-06T18:52:30.340Z,cohort_B,mobile,US,
task_create_click,u_1585,260cedb0-a582-468e-9a73-bb2006f9a594,2026-05-06T18:52:33.659Z,cohort_B,mobile,US,
task_form_submit,u_1585,260cedb0-a582-468e-9a73-bb2006f9a594,2026-05-06T18:52:32.612Z,cohort_B,mobile,US,
task_toggle,u_1585,260cedb0-a582-468e-9a73-bb2006f9a594,2026-05-06T18:52:37.477Z,cohort_B,mobile,US,196
page_view,u_354,c609f4fb-74a9-461d-9b35-54c165b71794,2026-05-08T07:01:14.721Z,cohort_B,mobile,FR,
task_create_click,u_354,c609f4fb-74a9-461d-9b35-54c165b71794,2026-05-08T07:01:16.755Z,cohort_B,mobile,FR,
task_form_submit,u_354,c609f4fb-74a9-461d-9b35-54c165b71794,2026-05-08T07:01:22.227Z,cohort_B,mobile,FR,
task_toggle,u_354,c609f4fb-74a9-461d-9b35-54c165b71794,2026-05-08T07:01:18.654Z,cohort_B,mobile,FR,573
page_view,u_1324,5bf38ce5-872b-4879-ac29-d17c17080c8f,2026-05-09T08:00:56.277Z,cohort_A,mobile,CA,
page_view,u_858,5024869e-951d-4ee7-bdc1-2a90ceb182ab,2026-05-19T19:39:04.294Z,cohort_B,desktop,FR,
